user,ulasan,label,tanggal
Chika Tambunan,Aplikasiny buriqqqqqqqqqq...........!!!!!!!!!!!!!!!!!!!!!!....................!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..................................................................!!!!!!!!!!!!!!!!!!!!!!!!!!................................ Tapi boong selamat anda kena prank. Buat kalian semua wajib download Shopee sekarang karna di Shopee itu murah meriah pokoknya kalian harus download ok😉,1,07 Januari 2021
Saiful Anwar,Toko jual beli terbaik. Kalau bisa hindari jual beli misteri box. Karena itu ada unsur goror.,1,07 Maret 2021
Ijjal Saputra,"Semoga belanja di shopee bisa memuaskan,Soalnya di aplikasi sebelah banyak penipuan and barang Tidak setara dengan harga yang harus di bayar",1,07 Maret 2021
Ridwan Adjie,Pelayanan shope keren banyak promo dan free ongkir. Semoga para resellernya juga tidak mengecewakan,1,15 Maret 2021
ginanjar kartasasmita,"Tadinya gak suka shoppe, kepaksa ikutin saran istri... Ternyata lebih mantap, mudah dan murah,",1,04 Maret 2021
Danar Kipu,"Hati hati penipuan telepon orang tidak di kenal dengan iming iming uang promo di shope dengan menyuruh isi saldo shoopepay terlebih dahulu, setelah itu langsung kesedot saldo kita, #Sekedarmengingatkan!!!",1,05 Februari 2021
M. R. Adhwa Pahlevi,"Banyak free ongkirnya belanja d sini, pengiriman sesuai jadwal, kurirnya ramah, thx yah",1,05 Maret 2021
Afni Nursafitri,"Puas sih belanja di shopee ,, belanja lebih mudah dan barang nya juga sesuai ekspektasi ,, pengiriman juga cepat 👍",1,12 Maret 2021
Lawdie Lintang,"Sangat Membantu dan Bermanfaat, Terima kasih banyak Shopee. Terbaik Sepanjang masa God Bless Us",1,05 Maret 2021
Muhammad Anwar,Mantao apk nya ga ngecewain klo belanja di sini dari thn 2015 sampe sekarang selalu blanja di sini ......ajibbbbbb,1,10 Maret 2021
Afriandi Creative Channel,Perbanyak gratis ongkir. Biar kita belanja terus di shopee. Jujur dan bertanggung jawab.Shopee memang amanah jempol buat shopee. Shopee memang solusi untuk belanja online,1,14 Maret 2021
Novan CN,Aplikasi belanja bagus saya udah beli banyak barang di sini dan tidak pernah kecewa dengan produk nya,1,06 Maret 2021
Fandi Nuri,"Suka bgt shopping di shoppe,, murah,, pengiriman cepat,, dan skrng bs pakai spaylater,, dll.. Thanks shoppe 🥰",1,16 Maret 2021
Aan Laxmana Putra,"Sekarang aplikasinya suka ngelag, susah kembali, susah klik sana sini, hp saya jadi kayak kurang jaringan atau lebih persisnya seperti kurang RAM. padahal saya pake BlackShark",1,04 Maret 2021
Ezio Sadewo,The best tingkat seperti dulu bagi-bagi voucher belanja dan benar-benar free ongkir seperti dulu awal,1,14 Maret 2021
Anik Fitriani,"setelah di update kenapa di pencarian ibu dan anak malah kosong, tidak ditemukan apa2",1,25 Februari 2021
Iet,"Banyak discount,voucher, promo dan games2nya.rekomen marketplace.👍👍👍",1,17 Maret 2021
Addida Arlifa,sedikit saran Tolong jangan di ganti jasa kirimnya menjadi reguler atau di pilihkan pihak shoope Menurutaku lebih nyaman yang dulu / bisa memilih jasa kirim,1,16 Maret 2021
RatuRiana DP,"shopee udah oke sih , gak oke kalo pas tanggal tua doang wkwkwk . sukses selalu shopee .",1,02 Maret 2021
Nadia Samsung,Ketularan suami belanja dishopee...hehehe Ternyata benar kata suami. Shopee .....aplikasi belanja online terbaik,1,10 Maret 2021
Rani Baik,"Sangat bermanfaat. Potongan ongkir jangan dikurangi, lebih bagus ditambahi setiap minggunya",1,09 Maret 2021
Desi Yana,"Suka sekali belanja di shoppe,,mudah dan cepat,bnyk geratis ongkir lagi..top DECH pokok ny👍",1,16 Maret 2021
Dina Triana,Hai kak saya mau tanya kenapa shopeefood nya tetap tidak ada ya setelah diperbaharui?,1,06 Maret 2021
Danang Saloga,Mau cari barang keinginan selalu dipermudah oleh shopee. Apalagi ada shopee pay layer & Spinjam. Mantapp,1,15 Maret 2021
Ridwan Adjie,Pelayanan shope keren banyak promo dan free ongkir. Semoga para resellernya juga tidak mengecewakan,1,15 Maret 2021
Muhammad Effendy,Langsung saya kasi 5 bintang deh. Karena yg saya pesan sesuai dgn yg di terima. Makasih shopee.,1,16 Maret 2021
Andri ansyah,"Uda lama gabung di shofeee selama2 saya belanja di shofee cuma sekali di krim barang oleh penjual barang sudah rusak,sakit kali saya di tipu.penjual bilang kirim LG aja barang kalo rusak ya repot mau krim brang kesana lg.tolong pihak shofee di perbaiki lg yg seperti ini.",1,08 Maret 2021
Anton Mber,Wah aplikasinya bagus banget!!!!!!!!!!!!!!!!,1,15 Maret 2021
Dwi agung Tristanto,G perlu keluar rumah pa yg kita inginkn bisa dtg sendiri...perbanyak free ongkir dong...,1,06 Maret 2021
Mr One EYE,"Walaupun sekarang shopee agak berat, tapi ini situs belanja online yang paling saya suka",1,04 Maret 2021
Rike Dhea,"Bahaya ni aplikasi, bisa ngabisin duit kalian 😭 huhu senengnya bisa belanja online tanpa capek kesana kemari",1,10 Maret 2021
Nasofa Assagaff,bagus desainnya juga simpel gabikin ribet cuma sayang makin kesini makin mahal ongkirnya. jujur jauh bnget sama ongkir sebelah tp menurut ku kelemahan sebelah adalah desainnya dan peletakannya yangg bkin pusingdan karna emang pengguna shope lama cuma sering seringin gratis ongkir yaaa ahahaha. terimakasih,1,03 Maret 2021
Sevilinda Larasati97,Aplikasi Shopee adalah aplikasi yg sangat bagus karena pelayanannya sangat memuaskan.. Saya senang belanja di Shopee,1,03 Maret 2021
Tiara Kanaya,Buat shopee........................................................................... ..................Aplikasi gak guna.. !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boong..😝 Terimakasih selalu jadi andalan deh... Aku syuka...,1,06 Januari 2021
martinic 17,"Aplikasi cool, selalu melayani dan memberi kepuasan dgn baik kepada pembeli & penjual..",1,06 Maret 2021
Yanti Dae panie,HMM aplikasihnya jelek bnget.....????????!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!?????!!!!!!!!!!!@!!!!!!!!!!!!!!!??!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!€!!!!!!?!??!?!?!??!?!?!Tapi Boong guys ayokk cobain apk nya keren dan Terpercaya Bagus dehh Wajib Donlwod okk,1,02 Januari 2021
Edi Indryono,Belanja di shopee selalu puas seller shopee bertanggung jawab. Semoga pihak shopee selalu membina sellernya untuk bs selalu amanah.,1,06 Maret 2021
purnomo teguh,"Habis di update kenapa jadi gak sensitif ya ktk sentuh aplikasinya,seperti ngehang kl si klik tp kl di gulir lancar,mohon donk perbaiki lg kyk biar kemaren..thx.",1,05 Maret 2021
Elis tya,Hai shopee.. gimana yaa akun sy masih di batasi.sedangkan sy sudah membayar spaylater. Sy mau berbelanja d shopee jdi tdk bisa walaupun pke pembayaran lain.mhn bantuan nya segera hari ini bisa kembali seperti biasa ya krna sy lg mau beli kebutuhan sy d shopee.trimakasih shopee,1,22 Februari 2021
Aufal Marom,mantap sekali aplikasi ini.. sayang untuk pengiriman paket hemat belum ada fitur j&t economy saya harap suatu saat bisa pakai j&t economy,1,09 Maret 2021
Ana Febrianti,"Saya sarankan shopee menerapkan PIN untuk metode pembayaran COD karena sering sekali anak anak yang usil buat pesanan, jadi ada belanjaan yang kita tidak tau.. Kalo diterapkan PIN seperti pembayaran SHOPEEPAY kan biar lebih aman,,,",1,19 Februari 2021
Rusdiana Diana,"Saya suka shopee, makasih shopee barang-barang yang ditawarkan bagus asal kita seleksi dalam membeli",1,17 Maret 2021
Vienna Eka,"Tolong dong, jangan terlalu lemot:"") sama itu, aku kan seller nah di rincian pesanan misal ada customer pilih variasi yg ada gambarnya nah itu gambarnya ga sesuai malah yg muncul foto sampul produk, dahal dulu ga gitu",1,15 Januari 2021
Putra Sahwandi Hasibuan,Kualitas aplikasi Nya kelihatan di dunia ini yang mau orang yang tidak bisa nga kau dapat hidup di dunia ini yang mau orang-orang mna yg di buat oleh karena itu ia juga tidak bisa di hapus semua pelajaran bahasa Indonesia di mata masyarakat Indonesia khususnya remaja yang memiliki nilai ekonomis untuk interview with the iron man dan yang paling banyak digunakan oleh para ahli di bidang pendidikan di Indonesia di mata masyarakat Indonesia yang di jual dari ribuan toko online di Indonesia di mata,1,08 Maret 2021
Ay Ahdan,"Kenapa shopee candy saya ga bisa kebuka ya. terhenti di level 410,,barangkali as da solusi nya.",1,01 Maret 2021
Vinsa,"Aplikasi ini super murah aku suka.dan yang komen nama annas kalo komentar yang sopan masa manggil""LU gk sopan ikuti peraturan kalo ngomong itu yng sopan",1,07 Maret 2021
deby yuliani,"3 bulan coba gunain shopee, penilaianku tetap 5 bintang dong, bahkan kalau bisa 10 bintang yah. Ngebantu banget buat memenuhi kebutuhan sandang sekeluarga dengan banyak pilihan. Pengalaman pribadi.. Sebelumnya, dikasih budget 500 ribu buat beli baju anak tuh, cuma kebeli 2 set pakaian di off store. Kalau sekarang, bisa kebeli 5 set dong dengan budget segitu. 1 set (baju, celana panjang, sepatu). MasyaAllah WOW banget deh ini aplikasi. Thank you..",1,20 Februari 2021
rizkita putri,Selalu puas belanja di shopee Tidak mengecewakan Tapi harus pintar pintar cari penjual yg jujur dan amanah di shopee Terima kasih shopee,1,14 Maret 2021
Vivi Afini,"Udah bagus banget. Tapi min, tolong kasih fitur di Shopee, supaya pas mau ngasih rating produk, videonya bisa maksimal 3 menit lah min. Kalau 1 menit, terlalu singkat untuk review produknya. Semoga di terima ya min masukkannya. Sukses selalu buat Shopee! 🥰🧡",1,30 Januari 2021
Prisma Aprielsa,Suka belanja online di shopee .. karena juga sudah terjamin . Pengiriman juga super ceept .dan ada realpict nya,1,09 Maret 2021
ツAngelll cangtip,"Barangnya realpict semua, harganya juga terjangkau, dan banyak diskon:))",1,10 Maret 2021
rajifa firdaus,"Sangat membantu untuk memenuhi kebutuhan sandang,pangan,maupun papan lengkap bangettt",1,02 Maret 2021
Yuni Marsudi,"Belanja dishopee bikin ketagihan.... Dn itu benar... Gk bohong.,... Skrg jd tiada hri tanpa beroprasi di shopee 😂😂",1,08 Maret 2021
muharrir ali yafie,aplikasi paling kejaaaam!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! bikin nagihhhh terus 😭😭,1,12 Januari 2021
King • KingYdnak_,"Aplikasinya gak guna, jelek banget aplikasinya !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! (Tapi boong) ""HAYYUK"". Shopee ini membantu banget saat pandemi ini, karena kita tidak perlu lagi keluar rumah untuk beli perabotan rumah. Jangan lupa kasih bintang lima yah 🌟🌟🌟🌟🌟.",1,04 Januari 2021
Irham Dzikriawan,Tolong perbarui masalah gratis ongkir nya masak perhitungan jika dapet gratis ongkir min belanja 0 Pakek Shopee pay gk bisa karena ongkir nya mahal dan harga barang padahal bisa bayar pakek shope pay terkendala karena ketambahan ongkir jadi gk bisa dipakek,1,15 Maret 2021
Agustina Haryati,"Harga murah bersaing, kalau ada toko yg nakal shoppe sangat baik menanganinya, asalkan buktinya bagus",1,15 Maret 2021
Margareth Tambunan,Aaaa bagus banget gak sia sia download dan belanja di shoope pelayanan nya bagus aplikasi nya bagus top deh kalau shoppe,1,01 Maret 2021
Nurul Risma Muawaliyah,Jelekk banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!tapi boong baguss bngtt,1,28 Januari 2021
Anhar One heart,Aflikasi shopee ini sangat membatu. Pemesanan dn teansakasi sangat muda. Aku beri bintan 5 . Makasi,1,07 Maret 2021
Syah Putra,Ya kasih bintang 1 dulu nantik kalau bagus ogkir nya murah saya kasih full bintang saya tambah jadi bintang 5 pegiriman cepat barang bagus oke lah terima kasih,1,15 Maret 2021
Maura official,Nyeselll!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!_Baru tahu app ini😭. Dulu aku pake app belanja online yg lain dan uang cepat abis.tapi karena app shopee uang ku tetap aman dan tak di marahin mama deh😃👍,1,28 Januari 2021
amirah naufal,Selama barang yang saya pesan blum ada yg mngcewkan tp mmng ada brg yg trlalu murah dan hsilnya itu sesuai dgn harganya....tp itu tdk mnjadi mslh...jd bgusnya brg itu gmn cara kita pandai mmilihnya dg baik....sekian...😊,1,02 Maret 2021
Maulina R,"Aplikasinya bagus, saya suka, penilaiannya juga jelas. Beli apapun selalu di shopee.. saran saya, tolong berikan voucher free ongkir untuk yang COD ya kak, karna sekarang free ongkir di khususnya untuk shopee pay aja, kalau yang gak punya ATM / m banking kan jadi susah dan ribet..",1,25 Februari 2021
Chika Tambunan,Aplikasiny buriqqqqqqqqqq...........!!!!!!!!!!!!!!!!!!!!!!....................!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..................................................................!!!!!!!!!!!!!!!!!!!!!!!!!!................................ Tapi boong selamat anda kena prank. Buat kalian semua wajib download Shopee sekarang karna di Shopee itu murah meriah pokoknya kalian harus download ok😉,1,07 Januari 2021
dwi saputri,Aplakasiv ini jelek karena aku mau main game aku pengen dapet bonus tapi iklan nya shoopee dan ga bisa dapet bonus huh,1,28 Februari 2021
Ali Mahrus,Puas tapi blm puas banget karena Cod nya tidak nyampek rumah harus ambil sendiri di kantor exspidisi kota yg jaraknya lumayan jauh....,1,09 Maret 2021
Fransiska Saja,Aplikasi yg sangat membantu. Karena semua kebutuhan tersedia di shopee. Terimakasih shopee. 😍😍😍,1,14 Maret 2021
Safira Rahma,"Shopee mmg mantap..sll dpt potongan ongkir, jd senang belanja di sophee tdk memberatkan di ongkir dan ga pernah ketipu selama belanja di sophee, siip dech😅😅😅",1,28 Februari 2021
Sri Muliawan,"Saya suka belanja d shopee,shopee yahoo.selama saya tau belanja di shopee Ndak pernah lagi belanja di pasar karena tak perlu keluar rumah tinggal tunggu kurir yang bawa ke rumah,jadi belanjanya aman dan mudah.",1,12 Maret 2021
Maharani ardina Rasti,Aplikasi nya jelek banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boonk hayyuk apk ini bagus bangetttttttttttttt,1,07 Februari 2021
martinic 17,"Aplikasi cool, selalu melayani dan memberi kepuasan dgn baik kepada pembeli & penjual..",1,06 Maret 2021
ZIYAN 15,selama belanja online di shopee blm pernah mengalami kendala yg berarti. pokoknya the best deh...👍👍👍,1,07 Maret 2021
Aji Syafaaf,Suka sama Shopee banyak promo ongkirnya dan bisa COD nya jd gak ribet transfer uang ke bank dll.,1,06 Maret 2021
Nayla Putri,"belanja di shopee gk perlu ribet tinggal klik barang langsung datang, bisa bayar di tempat gk perlu keluar rumah di masa pandemu ini .... banyak penawaran menarik lg selamat berbelanja ..... 👚👢👗👖👕👠",1,19 Februari 2021
M. Abdu NurBari,"Harga terjangkau, tolong adain menu hapus riwayat pesanan, biar riwayat pesanan nya bisa kehapus, pliss.",1,07 Maret 2021
Rio Umbara,"Suka dgn shopee..barang""nya murah kwalitas bnyk yg bagus, dangat mmbntu beli barang dgn kondisi seperti ini",1,08 Maret 2021
Firman Wijaya,"Udah lama pakai aplikasi shopee ini.pengalaman banyak belanja dan beli ini itu, sungguh mudah beli voucher game pulsa token dll sangat membantu, praktis cepat dan terpercaya.sukses buat shopee dan semua penggunanya",1,18 Februari 2021
Tini,"Tlng gratis ongkir untuk segala pengiriman,tanpa harus memakai gopay atau semacamnya.",1,02 Maret 2021
Yana Ana,"Puas banget belanja di shopee😊 banyak game² seru, yg paling aku suka ya kalo ada shopee live 100jt nya😊walaupun gk pernah ke pilih buat dapetin 100jt 😁berharap kedepannya shopee makin sukses🤲 amanah jga. Semoga aku ada kesempatan dapat hadiah dari shopee😁berharap🤣",1,20 Februari 2021
Deo Elviero,Sangat Sangat Sangat mengecewakan???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? Tapi.... Bo'ong....... Benar² sangat sangat nganu Sukses selalu buat Shopee ..... Semoga bisa bertambah lebih baik baik dan baik,1,10 Februari 2021
manda Royal,Aplikasi is the best pokoknya pengiriman gk pernah mengecewakan tingkat kan lagi kualitas nya shopee aku suka gratis ongkir nya hehe,1,05 Maret 2021
Miratin Putri,Bagus cuman kenapa gak bisa check out dan lemot apknya selalu keluar notif halaman sedang terjadi masalah kembali beberapa saat lagi,1,25 Februari 2021
STELAZIA FAM,Sangat membantu sekali membeli produk yg kita sukai dari seluruh Indonesia bahkan luar Negri. Dijamin uang kita aman.,1,03 Maret 2021
wim iqbal,"Mantul free ongkir nya gak main².. Interface simpel dan mudah dipahami, tidak merepotkan..",1,05 Maret 2021
Niken Wulandari,Padahal saya udah transfer tapi tulisannya masih belum dibayar. Padahal udah 3 harian.,1,08 Maret 2021
Hanafi Hanafi,Kenapa Shopee sering keluar jika di sentuh sekarang..??,1,17 Maret 2021
Pengguna Google,belanja di shopee cepat dan barang2nya bagus2...pakai shopee pay later lebih mudah..pengiriman cepat..pokoknya shopee TOP deh,1,28 Februari 2021
Nisfu Pml,"sophee itu aplikasi belanja yang terkeren,untuk selama ini nyaman dan aman belanja dishopee dari mall ampe star semua dah gak tw berapa kali co. sukses dan makin baik buat para konsumennya yah shopee.thx.",1,21 Februari 2021
agung wahyudi,Aplikasi ini bagus iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiemang bagus😆😆😆😆,1,22 Februari 2021
Dede Yusuf,"Salah satu online shop yg recomended, ,,semoga kedepan lebih meningkat lagi segala hal nya",1,02 Maret 2021
Dzamar Fectory,Jadi buat lu yg gk mau belanja online ribet.mending download aja ni aplikasi. Best banget lah pokoknya. #thank_shoppe,1,27 Februari 2021
Reski Qodri,"Seneng aja belanja di shopee, tampilan mudah dipakai. Tp semenjak ada spay later jadi agak sebel gitu. Pdhl pelanggan lama belanja dri shopee masih blm seperti skrg. Merasa gk adil aja gitu. Pengguna baru masak limitnya bisa sejutaan, sedangkan aku yg make udah lama banget limit masih 160k sampe skrg. Diupdate sama aja gk naik, komplain di survey shopee pay juga gk ada tindak lanjut. Kecewa aja",1,10 Maret 2021
